customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,gender_encoded,Contract_Month-to-month,Contract_One year,Contract_Two year,InternetService_DSL,InternetService_Fiber optic,InternetService_No
2969-VAPYH,Female,0,No,No,1.4088534073065913,Yes,No,Yes,Yes,No,Yes,No,No,No,Credit card (automatic),-0.1428743459677664,0.7000319563807555,0,0,False,True,False,True,False,False
4822-YCXMX,Male,0,No,No,-0.3023929662984406,Yes,Yes,No,No,No,No,No,Yes,Yes,Electronic check,0.6648684279128493,-0.10581900799821457,1,1,True,False,False,False,True,False
7181-OQCUT,Male,0,No,No,-0.46536881140368175,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Mailed check,1.2980988741032085,-0.030133298360256515,0,1,True,False,False,False,True,False
8474-UMLNT,Female,0,No,No,-0.791320501614164,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Bank transfer (automatic),0.09978089063011394,-0.6357733910767063,0,0,True,False,False,True,False,False
9821-POOTN,Male,0,Yes,No,0.10504664646466222,Yes,Yes,No,No,No,No,No,No,Yes,Electronic check,0.34576017156495187,0.12922361403397517,1,1,True,False,False,False,True,False
3836-FZSDJ,Male,1,Yes,No,1.5718292524118322,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),-1.327896152093032,-0.16866616240175367,0,1,False,False,True,False,False,True
9142-XMYJH,Female,0,No,No,-0.13941712119319946,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),-1.5107185906256815,-0.7419451545530958,0,0,True,False,False,False,False,True
6559-ILWKJ,Male,0,Yes,No,1.5718292524118322,No,No phone service,No,Yes,No,No,Yes,Yes,No,Electronic check,-0.5135052895385016,0.5435207031364209,1,1,False,False,True,True,False,False
0187-QSXOE,Male,1,Yes,No,-1.0357842692720256,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic check,0.8044782900650546,-0.7402465828124596,0,1,True,False,False,False,True,False
7733-UDMTP,Female,1,No,No,1.0014137945434884,No,No phone service,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,-0.32569678450041606,0.3576925428361706,0,0,True,False,False,True,False,False
2649-HWLYB,Male,0,Yes,No,1.3273654847539706,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Bank transfer (automatic),0.377338592766046,1.1674921350277885,0,1,False,False,True,True,False,False
5214-CHIWJ,Male,0,No,No,-0.22090504374582004,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.4791401694245876,-0.7448349324495028,0,1,False,True,False,False,False,True
4229-CZMLL,Male,0,No,No,-1.076528230548336,Yes,Yes,No,No,No,No,No,No,Yes,Electronic check,0.3357880385540801,-0.8000936624533166,1,1,True,False,False,False,True,False
6904-JLBGY,Female,1,No,No,1.6125732136881425,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),1.7468448595924393,2.714604218895044,0,0,False,False,True,False,True,False
2465-BLLEU,Male,0,No,No,-1.2802480369298874,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,-1.4974224132778524,-0.9986500811217108,0,1,True,False,False,False,False,True
1685-VAYJF,Male,0,No,No,-0.8728084241667845,Yes,No,No,No,No,No,No,No,No,Credit card (automatic),-0.6514531295222281,-0.7902993007280896,0,1,True,False,False,True,False,False
8874-EJNSR,Male,0,Yes,Yes,0.2680224915699033,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.3162619969136813,-0.5714923774115912,0,1,False,False,True,False,False,True
6917-YACBP,Female,1,No,No,1.082901717096109,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Electronic check,0.829408622592234,1.4177998433524488,0,0,True,False,False,False,True,False
5049-MUBWG,Male,0,No,No,-0.26164900502213034,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Bank transfer (automatic),0.3391120828910372,-0.16542343453326644,0,1,False,True,False,True,False,False
4223-WOZCM,Male,1,No,No,-1.2395040756535771,Yes,No,No,No,Yes,No,No,No,No,Mailed check,-0.4935610235167579,-0.9601123560451988,0,1,True,False,False,True,False,False
0769-MURVM,Female,0,Yes,Yes,1.6125732136881425,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),0.02997595955401154,1.011223534889259,0,0,False,False,True,True,False,False
9253-VIFJQ,Male,0,Yes,No,1.3273654847539706,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Credit card (automatic),0.07485055810293445,0.8939559066655967,0,1,False,True,False,True,False,False
7030-FZTFM,Male,0,Yes,Yes,1.6125732136881425,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),1.532443999858696,2.4880544555660347,0,1,False,False,True,False,True,False
9741-YLNTD,Male,0,No,No,-1.076528230548336,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Bank transfer (automatic),0.7695758245270033,-0.7769092611622953,0,1,True,False,False,False,True,False
5917-RYRMG,Male,1,No,No,-0.01718523736426863,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),-1.495760391109374,-0.7480776603179901,0,1,False,True,False,False,False,True
5120-ZBLAI,Female,0,Yes,No,0.7162060656093164,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Bank transfer (automatic),0.3623803932497382,0.7027673186643775,0,0,False,True,False,True,False,False
1194-BHJYC,Male,0,Yes,No,1.1643896396487294,No,No phone service,Yes,No,Yes,Yes,Yes,Yes,Yes,Mailed check,-0.08802761440797156,0.6598177189368624,0,1,False,False,True,True,False,False
3663-MITLP,Female,0,No,No,-0.7098325790615434,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,1.2116737213423197,-0.364443100040016,1,0,True,False,False,False,True,False
0906-QVPMS,Male,0,Yes,No,1.6125732136881425,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),1.67371588417938,2.676309146924337,0,1,False,False,True,False,True,False
9025-ZRPVR,Male,0,No,No,-0.9542963467194051,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,-1.5240147679735105,-0.9254791400348246,1,1,True,False,False,False,False,True
1905-OEILC,Female,0,No,No,-1.2802480369298874,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.5057325241202457,-0.9987603779879859,0,0,True,False,False,False,False,True
7858-GTZSP,Female,0,No,No,-0.8320644628904743,Yes,Yes,No,No,No,No,No,Yes,Yes,Electronic check,0.7230392038096014,-0.5366606270419217,0,0,True,False,False,False,True,False
3285-UCQVC,Female,0,No,No,0.18653456901728277,No,No phone service,No,No,No,Yes,No,No,No,Credit card (automatic),-1.2032444894571344,-0.5778454769090356,1,0,True,False,False,True,False,False
6248-BSHKG,Male,0,Yes,Yes,1.1643896396487294,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.4758161250876303,-0.4662691669851674,0,1,False,True,False,False,False,True
4685-TFLLS,Male,0,Yes,Yes,-0.5876006952326126,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),-1.495760391109374,-0.856345064253606,0,1,False,True,False,False,False,True
3470-BTGQO,Male,0,No,Yes,-0.46536881140368175,Yes,No,No,No,No,No,No,No,No,Mailed check,-0.6364949300059205,-0.5727718210603822,0,1,True,False,False,True,False,False
1209-VFFOC,Male,0,Yes,Yes,1.4495973685829016,No,No phone service,Yes,Yes,Yes,Yes,No,Yes,Yes,Mailed check,-0.2791601637830144,0.7346431130178748,0,1,False,False,True,True,False,False
8224-DWCKX,Male,1,No,No,-0.8320644628904743,Yes,Yes,No,No,No,No,No,No,Yes,Credit card (automatic),0.2826033291627636,-0.6420382530811307,0,1,True,False,False,False,True,False
5482-PLVPE,Female,1,No,No,-1.2395040756535771,No,No phone service,No,No,No,No,No,No,No,Electronic check,-1.344516373777818,-0.988899838142994,1,0,True,False,False,True,False,False
4553-DVPZG,Female,0,Yes,No,1.2051336009250397,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic check,1.2149977656792768,1.7124248325464355,0,0,True,False,False,False,True,False
4902-OHLSK,Female,1,No,No,-0.13941712119319946,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Electronic check,1.1252485685814309,0.2556458821584689,1,0,True,False,False,False,True,False
6917-IAYHD,Male,0,No,Yes,-1.2802480369298874,No,No phone service,No,Yes,No,Yes,No,No,No,Mailed check,-1.037042272609271,-0.9925396347300716,0,1,True,False,False,True,False,False
0495-ZBNGW,Male,1,Yes,No,-1.1172721918246462,Yes,Yes,No,No,Yes,No,No,No,Yes,Bank transfer (automatic),0.5019902554019434,-0.8556171049361905,1,1,True,False,False,False,True,False
8620-RJPZN,Female,0,No,No,-1.2802480369298874,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,-1.4658439920767583,-0.9982309530298655,0,0,True,False,False,False,False,True
7572-KPVKK,Male,0,No,Yes,1.2051336009250397,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,1.304746962777123,1.9002824551861477,0,1,False,False,True,False,True,False
2642-MAWLJ,Female,0,Yes,Yes,0.1457906077409725,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),-1.4808021915930663,-0.6906129929886747,0,0,False,False,True,False,False,True
2357-COQEK,Female,1,No,No,-0.18016108246950976,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,1.2798166302499436,0.2679550124347676,1,0,True,False,False,False,True,False
7103-ZGVNT,Female,0,Yes,Yes,1.4903413298592119,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Credit card (automatic),0.2958995065105929,1.1482122428029051,0,0,False,True,False,True,False,False
3737-GCSPV,Female,0,Yes,No,-0.8728084241667845,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Credit card (automatic),1.0438094823259778,-0.4682103918316088,1,0,True,False,False,False,True,False
2027-WKXMW,Female,0,Yes,No,1.24587756220135,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,1.4609770466141145,2.0243443703723543,0,0,True,False,False,False,True,False
7137-NAXML,Male,0,No,No,-0.38388088885106114,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),-1.4841262359300234,-0.8284178977127564,0,1,False,True,False,False,False,True
2428-ZMCTB,Male,0,No,No,-0.9135523854430948,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),-1.4974224132778524,-0.9154862439503024,0,1,True,False,False,False,False,True
2961-VNFKL,Female,0,Yes,No,1.5718292524118322,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),-1.2913316643865018,-0.2123878401931943,0,0,False,False,True,False,False,True
1768-HNVGJ,Female,1,No,No,0.512486259227765,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Electronic check,0.17457188821165245,0.3437510189390006,0,0,True,False,False,True,False,False
6963-KQYQB,Female,0,Yes,Yes,1.5310852911355222,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.35448850678869,-0.22877795452167082,0,0,False,False,True,False,False,True
5934-RMPOV,Female,0,No,Yes,-0.42462485012737144,Yes,Yes,No,No,No,No,No,Yes,Yes,Electronic check,0.6632064057443707,-0.20583620633645475,0,0,True,False,False,False,True,False
1207-BLKSA,Female,0,Yes,Yes,0.797693988161937,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.3877289501582628,-0.45362914611004357,0,0,False,False,True,False,False,True
4088-YLDSU,Male,0,Yes,No,0.9199258719908678,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,1.3080710071140806,1.5263981378868903,1,1,False,True,False,False,True,False
8316-BBQAY,Female,0,No,No,1.3273654847539706,No,No phone service,Yes,No,Yes,Yes,Yes,Yes,No,Credit card (automatic),-0.1611565898210313,0.7225766358473814,0,0,False,False,True,True,False,False
1166-PQLGG,Female,0,Yes,Yes,1.6125732136881425,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),-1.504070501951767,-0.36170773775639403,0,0,False,False,True,False,False,True
3146-JTQHR,Male,0,Yes,No,-0.9135523854430948,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),-1.5024084797832884,-0.9237805682941883,0,1,False,True,False,False,False,True
4291-YZODP,Female,0,No,Yes,-1.0357842692720256,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.4874502802669807,-0.9646565869357319,0,0,False,True,False,False,False,True
4395-PZMSN,Male,1,No,No,-1.1172721918246462,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic check,0.6897987604400287,-0.8271384540639655,0,1,True,False,False,False,True,False
6427-FEFIG,Female,0,Yes,Yes,-0.3431369275747509,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Credit card (automatic),0.45877767902149863,-0.19264470112995546,0,0,False,False,True,True,False,False
0017-IUDMW,Female,0,Yes,Yes,1.6125732136881425,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),1.7285626157391745,2.7236485619296,0,0,False,False,True,False,True,False
8706-HRADD,Male,0,No,No,-0.46536881140368175,No,No phone service,Yes,No,No,Yes,Yes,No,Yes,Mailed check,-0.7062998610820231,-0.5611024126084789,0,1,True,False,False,True,False,False
9955-QOPOY,Male,0,Yes,No,1.4903413298592119,No,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),-0.1329022129568947,0.8735951051512172,0,1,False,True,False,True,False,False
4385-ZKVNW,Male,0,Yes,Yes,0.4717422979514547,Yes,No,No,Yes,No,Yes,No,No,Yes,Bank transfer (automatic),-0.3290208288373734,0.11726743372975683,0,1,True,False,False,True,False,False
5446-DKWYW,Female,1,Yes,Yes,1.1643896396487294,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Electronic check,0.013355737869225209,0.74196682493854,0,0,False,True,False,True,False,False
2034-CGRHZ,Male,1,No,No,-0.3431369275747509,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),1.2681824750705932,0.09414921055850058,1,1,True,False,False,False,True,False
5797-APWZC,Female,0,No,No,-1.2802480369298874,Yes,No,No,No,No,No,Yes,Yes,No,Electronic check,0.8576629994563706,-0.9673919492193539,1,0,True,False,False,False,True,False
3683-QKIUE,Female,0,No,No,-1.076528230548336,Yes,No,No,No,No,Yes,No,No,Yes,Bank transfer (automatic),-0.46530664665262134,-0.8802794842352978,1,0,True,False,False,True,False,False
4228-ZGYUW,Male,0,No,No,-1.1580161531009565,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Electronic check,0.8393807556031058,-0.8449624276540181,1,1,True,False,False,False,True,False
9031-ZVQPT,Male,0,Yes,No,1.6125732136881425,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,1.4426948027608497,2.4518109053080446,0,1,False,False,True,False,True,False
2990-IAJSV,Male,0,No,No,1.6125732136881425,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),0.9041996201737725,1.9189226255866356,0,1,False,False,True,True,False,False
8107-KNCIM,Male,1,Yes,No,-0.7505765403378537,Yes,Yes,No,No,No,No,No,No,Yes,Electronic check,0.3424361272279943,-0.5602862157980434,0,1,True,False,False,False,True,False
9027-YFHQJ,Male,0,No,No,-1.0357842692720256,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),-1.3212480634191175,-0.9398839107703496,0,1,True,False,False,False,False,True
5176-LDKUH,Female,0,No,No,0.6347181430566958,Yes,No,No,Yes,No,No,No,No,No,Electronic check,0.3440981493964733,0.6570823566532406,0,0,False,True,False,False,True,False
4644-OBGFZ,Male,0,Yes,Yes,0.9199258719908678,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.5057325241202457,-0.5545507787517393,0,1,False,True,False,False,False,True
7926-IJOOU,Male,0,No,No,-1.2802480369298874,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),-1.5123806127941604,-0.9988486154810059,0,1,True,False,False,False,False,True
6480-YAGIY,Male,0,No,No,0.512486259227765,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),1.5756565762391403,1.2126256127075503,0,1,False,True,False,False,True,False
4029-HPFVY,Male,0,No,No,-1.1987601143772668,Yes,No,No,No,No,No,No,No,Yes,Mailed check,0.18288199905404562,-0.9101258162493336,0,1,True,False,False,False,True,False
7602-DBTOU,Female,0,Yes,No,1.5718292524118322,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.5024084797832884,-0.3824214892428536,0,0,False,False,True,False,False,True
5345-BMKWB,Male,0,Yes,No,-0.9950403079957154,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.4808021915930663,-0.9375014984588079,0,1,True,False,False,False,False,True
3519-ZKXGG,Female,0,Yes,No,-1.1987601143772668,Yes,Yes,No,No,No,No,No,No,Yes,Electronic check,0.3673664597551738,-0.8941548300127026,1,0,True,False,False,False,True,False
5457-COLHT,Male,0,Yes,Yes,1.4903413298592119,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Bank transfer (automatic),0.526920587929123,1.4379400511342781,0,1,False,False,True,True,False,False
6416-TVAIH,Male,0,Yes,Yes,-1.2802480369298874,Yes,No,No,No,No,No,No,No,Yes,Electronic check,0.1230492009888149,-0.9771421921980707,1,1,True,False,False,False,True,False
5451-YHYPW,Female,1,Yes,No,1.6125732136881425,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),1.6936601502011233,2.7178910655100412,0,0,False,False,True,False,True,False
5108-ADXWO,Male,0,No,No,-0.8728084241667845,Yes,No,Yes,No,No,No,No,No,Yes,Electronic check,0.28925141783667824,-0.6580533580642719,1,1,True,False,False,False,True,False
7998-WNZEM,Male,0,No,No,1.5718292524118322,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Bank transfer (automatic),0.525258565760644,1.5110227547281443,0,1,False,False,True,True,False,False
3066-RRJIO,Female,0,No,No,-1.2802480369298874,Yes,No,No,No,No,No,No,No,Yes,Mailed check,0.17124784387469535,-0.9765024703736753,1,0,True,False,False,False,True,False
4664-NJCMS,Female,0,Yes,No,0.02355872391204165,No,No phone service,Yes,No,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),-0.17445276716886055,-0.11779724767568801,0,0,False,False,True,True,False,False
0307-BCOPK,Female,0,No,No,-0.6690886177852331,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.5206907236365534,-0.8632496480824258,0,0,False,True,False,False,False,True
7629-WFGLW,Female,1,Yes,No,0.9606698332671781,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Electronic check,1.025527238472713,1.4067039786051763,0,0,False,True,False,False,True,False
2542-HYGIQ,Female,0,No,No,-1.2802480369298874,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),-1.4907743246039378,-0.9985618436286908,0,0,True,False,False,False,False,True
6715-OFDBP,Male,0,No,No,-1.1172721918246462,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Electronic check,0.17457188821165245,-0.8545361956466947,1,1,True,False,False,True,False,False
5016-LIPDW,Male,0,Yes,Yes,1.0014137945434884,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.509056568457203,-0.5389989206069534,0,1,False,True,False,False,False,True
6481-LXPWL,Male,0,Yes,Yes,0.9606698332671781,No,No phone service,No,Yes,Yes,No,No,No,Yes,Credit card (automatic),-0.9539411641853394,-0.13756244611218185,0,1,False,True,False,True,False,False
1567-DSCIC,Male,0,No,No,-0.9950403079957154,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Electronic check,0.9706805069129179,-0.6660388511825874,1,1,True,False,False,False,True,False
2150-UWTFY,Female,0,Yes,Yes,-0.42462485012737144,Yes,No,Yes,Yes,Yes,No,No,No,No,Mailed check,-0.12126805777754422,-0.3799728988115469,1,0,True,False,False,True,False,False
6124-ACRHJ,Female,0,No,No,-1.2802480369298874,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.4974224132778524,-0.9986500811217108,0,0,True,False,False,False,False,True
9362-MWODR,Female,0,No,Yes,0.3087664528462136,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Credit card (automatic),-0.023208749837305007,0.07811204620210437,0,0,True,False,False,True,False,False
9975-GPKZU,Male,0,Yes,Yes,0.5532302205040753,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),-1.4974224132778524,-0.6294864696990269,0,1,False,False,True,False,False,True
9625-RZFUK,Male,0,Yes,Yes,1.24587756220135,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.499084435446331,-0.44447450620921214,0,1,False,False,True,False,False,True
5153-LXKDT,Male,0,Yes,Yes,1.4495973685829016,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,1.509175689499995,2.287203862079119,0,1,False,False,True,False,True,False
5161-UBZXI,Male,0,Yes,Yes,1.4903413298592119,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),1.3811999825271402,2.19642954113473,0,1,False,False,True,False,True,False
1020-JPQOW,Female,0,Yes,No,0.9606698332671781,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Electronic check,0.856000977287892,1.2500162503748016,0,0,True,False,False,False,True,False
7919-ZODZZ,Female,0,Yes,Yes,-0.9135523854430948,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Mailed check,0.03662404822792617,-0.7161577472179826,0,0,False,True,False,True,False,False
0565-JUPYD,Male,0,No,No,1.24587756220135,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Credit card (automatic),1.3197051622934308,1.9004148114256774,0,1,False,True,False,False,True,False
6867-ACCZI,Female,0,Yes,Yes,-0.3431369275747509,No,No phone service,Yes,Yes,Yes,Yes,No,Yes,Yes,Mailed check,-0.4087978929243477,-0.474342897596503,0,0,False,False,True,True,False,False
5939-XAIXZ,Female,0,No,No,-0.5468567339563023,Yes,Yes,No,No,Yes,No,No,No,Yes,Mailed check,-0.2891322967938861,-0.551219813390232,0,0,True,False,False,True,False,False
9054-FOWNV,Male,0,Yes,Yes,-0.42462485012737144,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Electronic check,0.7961681792226614,-0.17565898372359354,0,1,True,False,False,False,True,False
2683-BPJSO,Male,0,Yes,No,-0.13941712119319946,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Electronic check,0.653234272733499,0.08109006159153145,1,1,True,False,False,False,True,False
2157-MXBJS,Male,0,Yes,No,-0.791320501614164,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed check,0.3490842159019089,-0.5708305962139407,1,1,False,True,False,True,False,False
8207-VVMYB,Female,0,Yes,No,1.5310852911355222,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),-1.2896696422180234,-0.12192235047437587,0,0,False,False,True,False,False,True
9732-EQMWY,Female,0,Yes,No,0.6754621043330061,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Electronic check,1.1501789011086103,1.209603478571613,0,0,True,False,False,False,True,False
9360-AHGNL,Female,1,Yes,No,0.4309983366751445,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Mailed check,1.4875694013097727,1.1236822197433278,1,0,False,True,False,False,True,False
1087-UDSIH,Female,0,No,No,-1.1987601143772668,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,-1.5024084797832884,-0.9810025825176985,1,0,True,False,False,False,False,True
5269-NRGDP,Male,0,Yes,Yes,0.3902543753988342,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Electronic check,0.277617262657328,0.3551336555385887,0,1,False,True,False,True,False,False
6195-MELTI,Male,0,No,No,1.0014137945434884,Yes,No,No,Yes,No,Yes,No,No,Yes,Mailed check,-0.3373309396797665,0.375626813292498,0,1,False,True,False,True,False,False
5485-WUYWF,Male,1,No,No,-1.2395040756535771,Yes,No,Yes,No,Yes,No,Yes,No,No,Bank transfer (automatic),0.0532442699127125,-0.9656492587322075,1,1,True,False,False,True,False,False
2121-JAFOM,Female,0,Yes,No,1.6125732136881425,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),1.6870120615272086,2.65996315134237,0,0,False,False,True,False,True,False
8818-DOPVL,Female,1,No,No,0.5532302205040753,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,1.3180431401249524,1.1385061185706984,0,0,True,False,False,False,True,False
2632-UCGVD,Male,1,Yes,No,1.368109446030281,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),1.1717851892988325,2.0244326078653745,1,1,True,False,False,False,True,False
5445-PZWGX,Male,0,No,No,1.2051336009250397,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Electronic check,1.2366040538694991,1.8732597229487535,1,1,False,True,False,False,True,False
1227-UDMZR,Female,0,Yes,No,1.6125732136881425,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),0.875945243309636,1.9211947410319021,0,0,False,False,True,True,False,False
5198-HQAEN,Male,0,Yes,Yes,0.10504664646466222,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Electronic check,0.8277466004237555,0.3892595059640976,0,1,False,True,False,False,True,False
9170-CCKOU,Male,0,Yes,No,-0.6283446565089229,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Credit card (automatic),0.8443668221085419,-0.3658107811818269,1,1,True,False,False,False,True,False
2167-FQSTQ,Female,0,Yes,No,1.6125732136881425,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,0.9174957975216018,1.9865787233597683,0,0,False,False,True,True,False,False
2819-GWENI,Female,0,Yes,Yes,-0.18016108246950976,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.4924363467724167,-0.7677987400079739,0,0,False,True,False,False,False,True
1043-YCUTE,Male,0,Yes,No,0.9606698332671781,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),-1.3179240190821602,-0.4218415892495662,1,1,False,False,True,False,False,True
3814-MLAXC,Female,0,No,No,-0.05792919864057891,Yes,Yes,No,No,No,Yes,No,No,Yes,Credit card (automatic),0.5003282332334644,0.05331731066346705,1,0,True,False,False,False,True,False
3572-UUHRS,Male,0,No,No,0.512486259227765,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),-1.5273388123104679,-0.6247216450759435,0,1,False,True,False,False,False,True
2692-PFYTJ,Female,0,No,No,-1.2802480369298874,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,-1.2979797530604165,-0.9960029563311089,0,0,True,False,False,False,False,True
